nama_aplikasi,developer,developerId,developerEmail,developerWebsite,developerAddress,score,ratings,reviews,installs,categories,appId,url,country,matched_keyword
Flip: Transfer & Cashback,PT Fliptech Lentera Inspirasi Pertiwi,6535008663750970381,hello@flip.id,https://flip.id,,4.7254806,724427,239812,10.000.000+,Keuangan,id.flip,https://play.google.com/store/apps/details?id=id.flip&hl=id&gl=id,Indonesia,"bayar nanti, belanja sekarang bayar nanti"
Sentuh Tanahku,Kementerian Agraria Dan Tata Ruang/ BPN,Kementerian+Agraria+Dan+Tata+Ruang/+BPN,pusdatin.atr@gmail.com,https://www.atrbpn.go.id,,4.7635326,49352,23480,1.000.000+,Produktivitas,id.go.bpn.sentuh,https://play.google.com/store/apps/details?id=id.go.bpn.sentuh&hl=id&gl=id,Indonesia,gadai sertifikat
SAPA UMKM,"KEMENTERIAN USAHA MIKRO, KECIL, DAN MENENGAH","KEMENTERIAN+USAHA+MIKRO,+KECIL,+DAN+MENENGAH",sapa@umkm.go.id,,,4.012987,77,50,10.000+,,id.go.umkm.sapa,https://play.google.com/store/apps/details?id=id.go.umkm.sapa&hl=id&gl=id,Indonesia,pinjaman umkm
IVOJI: Pinjaman tanpa ribet,PT Finansia Aira Teknologi,PT+Finansia+Aira+Teknologi,customer@ivoji.id,https://www.ivoji.id,,4.5068603,209855,108170,5.000.000+,Keuangan,id.ivoji,https://play.google.com/store/apps/details?id=id.ivoji&hl=id&gl=id,Indonesia,"fintech pendanaan, gadai sertifikat, peer to peer lending, pinjaman cepat tanpa ribet, pinjaman harian, pinjaman ibu rumah tangga, pinjaman instan, pinjaman mahasiswa, pinjaman modal kerja, pinjaman modal usaha"
Qazwa - P2P Syariah Financing,PT. Qazwa Mitra Hasanah,PT.+Qazwa+Mitra+Hasanah,contact@qazwa.id,https://qazwa.id,,4.3,609,361,100.000+,,id.qazwa.mobile,https://play.google.com/store/apps/details?id=id.qazwa.mobile&hl=id&gl=id,Indonesia,p2p lending
GSI - Gadai Syariah Indonesia,PT. Gadai Syariah Indonesia,5594650565702285456,gadaisyariahindonesia@gmail.com,https://www.gadaisyariah.co.id,,3.6915889,145,108,10.000+,Keuangan,id.sharia.gadai,https://play.google.com/store/apps/details?id=id.sharia.gadai&hl=id&gl=id,Indonesia,"gadai emas online, gadai online, gadai sertifikat"
NexaPinjam - Pinjaman Daring,PT TEKNOVATE WEST JAVA,PT+TEKNOVATE+WEST+JAVA,layanan@teknovate.id,https://www.teknovate.id,,4.265714,3153,899,50.000+,Keuangan,id.teknovate.nexapinjam,https://play.google.com/store/apps/details?id=id.teknovate.nexapinjam&hl=id&gl=id,Indonesia,pinjaman pns
Dana Yuk-Pinjaman Online,Turu Hotels,7156689399560156686,turudevs@gmail.com,https://www.pinjamkredit.com/,,4.7216945,84698,13260,1.000.000+,,id.turu.mobile,https://play.google.com/store/apps/details?id=id.turu.mobile&hl=id&gl=id,Indonesia,"aplikasi dana tunai, aplikasi pinjaman modal usaha, dana darurat, dana pinjaman, dana talangan"
Gadai ValueMax - Pergadaian,PT Gadai ValueMax Indonesia,8932151018415693931,cs@valuemax.co.id,https://valuemax.co.id/,,4.3513513,37,16,10.000+,Keuangan,id.valuemax.customer,https://play.google.com/store/apps/details?id=id.valuemax.customer&hl=id&gl=id,Indonesia,"gadai bpkb, gadai online, gadai sertifikat"
Noriba – Belanja Bayar Cicil,VISICLOUD,VISICLOUD,salam@visisyariahumat.co.id,https://speedpay.id/,,3.590164,61,34,5.000+,Belanja,id.visi.speedpay,https://play.google.com/store/apps/details?id=id.visi.speedpay&hl=id&gl=id,Indonesia,belanja sekarang bayar nanti
YesssCredit,yessscredit,yessscredit,tanya@cs.yessscredit.id,https://www.yessscredit.id,,4.1125402,3117,1462,1.000.000+,Keuangan,id.yessscredit.kredit.pinjaman.cicilan,https://play.google.com/store/apps/details?id=id.yessscredit.kredit.pinjaman.cicilan&hl=id&gl=id,Indonesia,"aplikasi kredit, cicilan tanpa kartu kredit, fintech pendanaan, gadai sertifikat, kartu kredit digital, kredit elektronik, kredit hp, kredit instan, kredit kilat, kredit motor online, kredit multiguna, kredit tanpa agunan, kredit tanpa jaminan"
Dana Cepat,KOPERASI SIMPAN PINJAM PERMATA UTAMA,KOPERASI+SIMPAN+PINJAM+PERMATA+UTAMA,admin@ksppermatautama.com,http://www.ksppermatautama.com,,3.8214285,6369,2599,500.000+,,ina.dana.cepat.com,https://play.google.com/store/apps/details?id=ina.dana.cepat.com&hl=id&gl=id,Indonesia,"aplikasi dana tunai, dana cepat, dana darurat, uang cepat"
Akulaku--Pinjaman Online Cepat,PT. Akulaku Silvrr Indonesia,PT.+Akulaku+Silvrr+Indonesia,cs.id@akulaku.com,http://akulaku.com,,4.5341573,3450142,1456588,100.000.000+,Belanja,io.silvrr.installment,https://play.google.com/store/apps/details?id=io.silvrr.installment&hl=id&gl=id,Indonesia,"aplikasi cicilan, aplikasi kredit, aplikasi pinjaman ojk, aplikasi pinjaman online, bayar nanti, belanja sekarang bayar nanti, cash cepat, cicilan online, cicilan tanpa kartu kredit, dana pinjaman, fintech lending, gadai sertifikat, kredit cepat cair, kredit digital, kredit elektronik, kredit hp, kredit online, paylater, pinjam uang, pinjam uang cepat, pinjaman cepat cair, pinjaman cepat tanpa ribet, pinjaman dana, pinjaman harian, pinjaman ibu rumah tangga, pinjaman ilegal, pinjaman instan, pinjaman karyawan, pinjaman ktp saja, pinjaman langsung cair, pinjaman mahasiswa, pinjaman modal kerja, pinjaman modal usaha, pinjaman multiguna, pinjaman online, pinjaman online 24 jam, pinjaman online aman, pinjaman online bunga rendah, pinjaman online legal ojk, pinjaman online resmi, pinjaman online tanpa bi checking, pinjaman online tanpa ktp, pinjaman online terdaftar ojk, pinjaman online terpercaya, pinjaman pelajar, pinjaman tanpa jaminan, pinjaman tunai, pinjaman usaha kecil, pinjol, pinjol legal, pinjol terdaftar ojk, uang cepat, uang pinjaman"
PinjamKilat,ethan﻿1﻿2﻿3,ethan%EF%BB%BF1%EF%BB%BF2%EF%BB%BF3,pinjamkilatcs@outlook.com,,,4.690094,17103,3540,500.000+,Keuangan,kilat.jioh.pinjam.jfoe.aaa,https://play.google.com/store/apps/details?id=kilat.jioh.pinjam.jfoe.aaa&hl=id&gl=id,Indonesia,"cash kilat, kredit kilat, pinjam uang kilat, pinjaman kilat"
KOPISUSU-Pinjaman&Tabungan,Koperasi Simpan Pinjam Pilihan Sahabat Semua,Koperasi+Simpan+Pinjam+Pilihan+Sahabat+Semua,johanolav2005@gmail.com,,,4.564336,109844,20048,1.000.000+,Keuangan,kopisusu.pinjaman.tabungan.anggotau,https://play.google.com/store/apps/details?id=kopisusu.pinjaman.tabungan.anggotau&hl=id&gl=id,Indonesia,pinjaman ibu rumah tangga
DanaBagus,PT DANA BAGUS INDONESIA,7209339098406353344,hallo@danabagus.id,https://danabagus.id,,4.0686193,11929,4844,500.000+,Keuangan,mobile.danabagus.android,https://play.google.com/store/apps/details?id=mobile.danabagus.android&hl=id&gl=id,Indonesia,"fintech pendanaan, p2p lending, pinjaman multiguna"
e.PN - Virtual Cards,Digital Waves LTD,Digital+Waves+LTD,support@epn.net,https://e.pn/,,,,,50.000+,,net.epn.android,https://play.google.com/store/apps/details?id=net.epn.android&hl=id&gl=id,Indonesia,virtual credit card
Bayarind,PT. Bayarind Artha Internusa,6915649371705614158,caren@bayarind.id,http://www.bayarind.id,,3.83,699,406,10.000+,Keuangan,net.sprintasia.ewallet,https://play.google.com/store/apps/details?id=net.sprintasia.ewallet&hl=id&gl=id,Indonesia,bayar nanti
VirtualCards - Loyalty Wallet,Virtual Cards SRL,5981692610893241187,contact@virtualcardsapp.com,http://www.virtualcardsapp.com/,,4.3333335,34403,7,1.000.000+,Belanja,ro.activesoft.virtualcard,https://play.google.com/store/apps/details?id=ro.activesoft.virtualcard&hl=id&gl=id,Indonesia,virtual credit card
Simulasi Kredit Motor,O&C CONSTRUCTION INC,O%26C+CONSTRUCTION+INC,Andirushadi35@gmail.com,,,,,,100+,,simulasi.kredit.motor,https://play.google.com/store/apps/details?id=simulasi.kredit.motor&hl=id&gl=id,Indonesia,kredit motor online
Danaku - Pinjaman Cepat & Aman,PT Trust Teknologi Finansial,PT+Trust+Teknologi+Finansial,trustiqcustomerservice@gmail.com,,,4.826696,311126,54324,1.000.000+,Keuangan,turstiq.id.fintech,https://play.google.com/store/apps/details?id=turstiq.id.fintech&hl=id&gl=id,Indonesia,"aplikasi dana tunai, dana cepat, dana darurat, dana talangan, pinjaman instan"
